title,year,href,citations
Mini PCNL for renal calculi: does size matter?,2017,http://epworth.intersearch.com.au/epworthjspui/handle/11434/1137,0
Bank Risk: Does Size Matter?,2011,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=1965283,0
Threshold integrated moving average models: does size matter? maybe so,2003,http://e-archivo.uc3m.es/handle/10016/16008,0
14. Imaging suspected breast cancer: does size matter?,2001,https://journals.lww.com/nuclearmedicinecomm/Fulltext/2001/04000/14__Imaging_suspected_breast_cancer__does_size.26.aspx,0
Does Size Matter? Scaling of CO2 Emissions and US Urban Areas,2017,https://www.taylorfrancis.com/chapters/size-matter-scaling-co2-emissions-urban-areas-michail-fragkias-jos%C3%A9-lobo-deborah-strumsky-karen-seto/e/10.1201/b19796-8,0
A Bioeconomic View on Size-Related Harvesting: Does Size Matter?,2010,https://ir.library.oregonstate.edu/concern/conference_proceedings_or_journals/sx61dn18v,0
Does size matter? How firm size affects social externalities and community and regional development,2015,https://www.busvic.asn.au/sites/default/files/uploaded-content/website-content/Resources/Reports_Articles/does_size_matter_how_firm_size_affects_social_externalities_and_community_and_regional_development.pdf,0
Does size matter? The productivity of government: expenditures and the size of states: evidence from India,2016,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2796446,0
The physico-chemical properties of volcanic ash: Does size matter?,2018,https://ui.adsabs.harvard.edu/abs/2018EGUGA..2013709M/abstract,0
Does Size Matter? Parallel Search and the Efficacy of Experiential Learning,,https://conference.druid.dk/acc_papers/sh9aryxuy0hvdvf40tvkp3r0dyuq.pdf,0
DOES SIZE MATTER IN THE USE OF KNOWLEDGE INTENSIVE SERVICES?,,https://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.113.1939&rep=rep1&type=pdf,0
DOES SIZE MATTER?-A LOOK AT PSA PERFORMANCE IN A VOLUME SPECIFIC MANNER,2009,https://www.auajournals.org/doi/abs/10.1016/S0022-5347%2809%2961986-8,0
Does size matter?: bridging and dose selection in paediatric trials,2011,https://scholarlypublications.universiteitleiden.nl/handle/1887/17924,0
S-647 Does size matter in therapeutic outcome of tuberculous lymphadenitis?,2016,http://www.papersearch.net/thesis/article.asp?key=3472252,0
"The Bigness Complex: Industry, Labor and Government in the American Economy by Walter Adams and James W. Brock: Does Size Matter?",1987,https://www.tandfonline.com/doi/pdf/10.1080/05775132.1987.11471171,0
Ectoparasites and the immune system: does size matter?,2001,https://www.cell.com/trends/parasitology/fulltext/S1471-4922(01)02004-9,0
Does size matter? Regularization in different inventory sizes: experimental and typological evidence,,https://glowlinguistics.org/42/wp-content/uploads/sites/4/2019/03/Seinhorst-Regularization-in-different-inventory-sizes.pdf,0
Hyperdense MCA as a Predictor of Stroke Severity: Does Size Matter?,2012,https://www.ahajournals.org/doi/abs/10.1161/str.43.suppl_1.A2835,0
Does size matter in oral mucosa biopsy?,2013,https://www.bjoms.com/article/S0266-4356(13)00289-1/abstract,0
Does size matter?: a study of visitors to BIGsmall at the National Museum of African Art,2006,https://repository.si.edu/bitstream/handle/10088/17286/opanda_bigsmall_final.pdf,0
Malignancy Potential of Polyps: Does Size Matter? A Case Report and Review: 1411,2012,https://journals.lww.com/ajg/Fulltext/2012/10001/Malignancy_Potential_of_Polyps__Does_Size_Matter_.1411.aspx,0
Does Size Matter in the Digital Age? Reappraisal Considerations for Syllabi,2015,https://www.iastatedigitalpress.com/archivalissues/article/id/11008/,0
Ultrasound Guided Foam Sclerotherapy: Does Size Matter?,2018,https://minerva-access.unimelb.edu.au/bitstream/handle/11343/212251/20180201%20AAS%20ASC%20UGS-small.pdf?sequence=1&isAllowed=y,0
Animal Models of Hippocampal Deficits in Disorders: Does Size Matter?,2018,https://digitalcommons.murraystate.edu/postersatthecapitol/2003/NKU/10/,0
Archaeological Soybean (Glycine max) in East Asia: Does Size Matter,2011,http://openaccess.cmb.med.rug.nl/?cat=119&paged=6,0
Large shocks vs. small shocks. Or does size matter? May be so,,http://www.eco.uc3m.es/~jgonzalo/LargeSmallJoE.pdf,0
Does Size Matter? The Results of the Discussion about Ceremonial Headgear,2015,https://search.proquest.com/openview/de04dee66a2e49ccdab9db3cc6a4bd14/1?pq-origsite=gscholar&cbl=2029684,0
Does Size Matter? Size-class differences in Cornus drummondii physiology,2015,https://ui.adsabs.harvard.edu/abs/2015AGUFM.B53D0604O/abstract,0
ULTRASOUND GUIDED FOAM SCLEROTHERAPY: DOES SIZE MATTER?,,https://pdfs.semanticscholar.org/77cb/ecc02b44bd0d9dbf7631da7983497cbfd174.pdf,0
Does Size Matter?: Learners' Self-reported Perceptions in a Small-sized EFL Class,,http://www.issues.accentsasia.org/issues/9-1/Yeh.pdf,0
Laparascopic distal pancreatectomy. Does size matter?,2016,https://hpbonline.org/article/S1365-182X(16)31039-5/abstract,0
Hepatocellular carcinoma: Does size matter? A controversial predictive factor for outcome,2016,https://www.hpbonline.org/article/S1365-182X(16)00229-X/pdf,0
"Are banks too big to fail, does size matter?",,https://thesis.eur.nl/pub/5562/283905wagenaarma0709.doc,0
Outcomes of pelvic exenteration: Does size matter?,2016,https://www.gynecologiconcology-online.net/article/S0090-8258(16)30626-6/abstract,0
UP-02.215 Does Size Matter (In Robotic Prostatectomy)?,2011,https://www.goldjournal.net/article/S0090-4295(11)01738-9/abstract,0
Does size matter: scaling a composting experiment,2005,https://open.lnu.se/index.php/eco-tech/article/download/2160/1959,0
Does size matter? The Effect of Assets under Management on Tracking Error in the American ETF Market.,2014,https://gupea.ub.gu.se/handle/2077/37160,0
Uterine Artery Embolisation for Giant Fibroids: Does Size Matter?,2019,https://www.thieme-connect.com/products/ejournals/html/10.1055/s-0041-1730611,0
P-011 Treatment of intracranial aneurysms: does size matter?,2012,https://jnis.bmj.com/content/4/Suppl_1/A27.1.short,0
"Primary spontaneous pneumothorax, does size matter?",2019,https://erj.ersjournals.com/content/54/suppl_63/PA3121.abstract,0
Myocardial Viability and Remodeling: Does Size Matter?,2015,https://www.jacc.org/doi/full/10.1016/j.jcmg.2015.09.001,0
Public relations agencies in the UK travel industry: Does size matter?,,https://uomustansiriyah.edu.iq/media/lectures/14/14_2018_03_31!07_01_58_PM.pdf,0
Does size matter? Comparing the Alpha-P and the Hyperion for FTIR paint analysis,2013,https://academiccommons.columbia.edu/doi/10.7916/D8MK6JMF,0
How Does Size Matter? Skill formation processes in large and small engineering firms,2014,https://leicester.figshare.com/articles/conference_contribution/How_Does_Size_Matter_Skill_formation_processes_in_large_and_small_engineering_firms/10146596,0
Financial Regulation and Firms Technical Efficiency: Does Size Matter? A Case of Deposit Taking SACCOs in Kenya,2018,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3580127,0
Optimal renal artery stenting: does size matter?,2008,https://www.invasivecardiology.com/index.php/articles/optimal-renal-artery-stenting-does-size-matter,0
Popliteal Aneurysms: Does Size Matter?,2008,https://journals.sagepub.com/doi/abs/10.1258/RSMSMJ.53.4.10F,0
Performance improvements in reverse leverage buyouts: Does size matter?,2017,https://lup.lub.lu.se/student-papers/record/8911948,0
"The age old question"" Does size matter"" featuring the clay brick",2009,https://repository.up.ac.za/bitstream/handle/2263/11537/VanHuyssteen_Age(2009).pdf?sequence=1,0
Does Size Matter? In Search of a Physiological Definition of Myocardial Atrophy,2015,https://www.jacc.org/doi/full/10.1016/j.jacc.2014.12.074,0
"Bogatyrev, SN Does Size Matter? The Results of the Debate about Ceremonial Headgear",2015,https://slavica-petropolitana.spbu.ru/en/arkhiv/128-studia-slavica-et-balcanica-petropolitana-2015-1/disputatio-discussion/290-bogatyrev-s-n-does-size-matter-the-results-of-the-debate-about-ceremonial-headgear.html,0
Rating Sub-National Government Debt in LDCs: Does size matter?,,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.990.1387&rep=rep1&type=pdf,0
Does size matter? Economies of scale in the German mutual fund industry,2009,https://www.econstor.eu/handle/10419/39045,0
"Does size matter in fit perceptions, extension evaluation and post-extension brand image?",2013,http://eprints.kingston.ac.uk/id/eprint/29827/,0
Does Size Matter for Public Works Directors? Is There A Leadership Difference Between a Large Organization and a Smaller One?,,http://leavcom.com/2015f/la_f031015.php,0
DOES SIZE MATTER?–COMPARISON OF BALLOON ASSISTED MINI-ALIF VS CONVENTIONAL OPEN TECHNIQUE.,2002,https://online.boneandjoint.org.uk/doi/abs/10.1302/0301-620X.84BSUPP_III.0840331c,0
Reply: Does Size Matter?: In Search of a Physiological Definition of Myocardial Atrophy,2015,https://www.jacc.org/doi/full/10.1016/j.jacc.2015.02.064,0
Male spiders in pursuit of females: Does size matter?,2009,https://search.proquest.com/openview/0a6d288667a39693d97d132922262c49/1?pq-origsite=gscholar&cbl=18750,0
Rating sub-national government debt in LDCs: does size matter?,2006,http://repositorio-digital.cide.edu/handle/11651/1157,0
Does size matter? clinical presentation and therapeutic strategies of pancreaticoduodenal artery aneurysms associated with coeliac trunk stenosis—two case reports,,https://econtent.hogrefe.com/doi/pdf/10.1024/0301-1526/a000974#page=21,0
Merkel Cell Carcinoma: When Does Size Matter for Radiotherapy?,2015,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4739748/,0
Capital Structure of Banks in EU: Does Size Matter?: A Quantitative Study of the Determinants of Banks' Capital Structure,2018,https://www.diva-portal.org/smash/record.jsf?pid=diva2:1222032,0
Does Size Matter? Comparing Cardiac Arrest Survival to Discharge Rates Based on Number of Hospital Beds,2018,https://www.ahajournals.org/doi/abs/10.1161/circoutcomes.11.suppl_1.114,0
Does Size Matter? Cameron Lesions Associated With a Small Hiatal Hernia: 2913,2017,https://journals.lww.com/ajg/Fulltext/2017/10001/Does_Size_Matter__Cameron_Lesions_Associated_With.2914.aspx,0
"Does Size Matter? Agreement in Pancreatic Cyst Size Between EUS, CT, and MR",2009,https://www.giejournal.org/article/S0016-5107(09)01122-5/abstract,0
Does Size Matter? The Moderating Effects of Firm Size on the Employment of Non-Family Managers in Privately-Held Family SMEs,,https://core.ac.uk/download/pdf/345081798.pdf,0
Chlorine stable isotopes in sedimentary systems: does size matter?,2004,https://books.google.com/books?hl=en&lr=&id=oUlZDwAAQBAJ&oi=fnd&pg=PA31&dq=+%22does+size+matter%22&ots=e6qI92kxxd&sig=Ra7biJR72XnQYT6lvS0SO3uHwZ4,0
Does Size Matter?: Cellar Door Experiences at Small and Large Wineries,2007,https://search.informit.org/doi/pdf/10.3316/informit.535009485350717,0
"Does Size Matter? Searching for Rhyme or Reason in Course-End Student Surveys in a Large, Eclectic Physics Department",2006,https://ui.adsabs.harvard.edu/abs/2006APS..4CF.D4006P/abstract,0
Structure and digestion of plant cell wall materials: Does size matter?,2012,https://publications.csiro.au/rpr/pub?list=BRO&pid=csiro:EP121832&sb=RECENT&n=42&rpp=50&page=54&tr=4025&dr=all&dc4.browseYear=2012,0
Does size matter: How does model-size affect consumer recollection and likeability in advertising?,2014,http://orapp.aut.ac.nz/handle/10292/7418,0
DOES SIZE MATTER: A COMPARATIVE ANALYSIS OF SOCIAL ACCOUNTABILITY IN DELHI AND TRINIDAD AND TOBAGO,1978,https://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.1037.3296&rep=rep1&type=pdf,0
"PB. 38: In the context of overdiagnosis, does size matter?",2013,https://link.springer.com/article/10.1186/bcr3538,0
Matching donor to recipient in lung transplantation: How much does size matter?,,https://www.academia.edu/download/39948061/Matching_donor_to_recipient_in_lung_tran20151112-19478-ucn788.pdf,0
Fuzzy Front End in New Product Development: Does Size Matter?,2015,https://www.researchgate.net/profile/Eduardo-Salgado-4/publication/279199865_FUZZY_FRONT_END_IN_NEW_PRODUCT_DEVELOPMENT_DOES_SIZE_MATTER/links/558f252208ae1e1f9bace6fa/FUZZY-FRONT-END-IN-NEW-PRODUCT-DEVELOPMENT-DOES-SIZE-MATTER.pdf,0
Pancreatic Cysts and Cancer Risk: Does Size Matter? Does DNA?: 172,2009,https://journals.lww.com/ajg/Fulltext/2009/10003/Pancreatic_Cysts_and_Cancer_Risk__Does_Size.172.aspx,0
Does Size Matter? Kinetic Simulations of Magnetic Reconnection at Multiple X-Points,2012,https://ui.adsabs.harvard.edu/abs/2012AGUFMSM23F..06B/abstract,0
Determinants Of The Volatility Of Air Traffic Volume In US Airline Industry: Does Size Matter?,,https://1stdirectory.co.uk/_assets/files_comp/2c135f61-52c5-418e-9818-bbf6ca257b03.pdf#page=58,0
Does Size Matter?: Abnormal Returns and Market Efficiency at Stockholm Stock Exchange,2008,https://www.diva-portal.org/smash/record.jsf?pid=diva2:3532,0
Does size matter? An analysis of derivative use by small South African firms listed on the JSE and AltX,,http://www.saaa.org.za/Downloads/Publications/Does%20size%20matter%20-%20%20An%20analysis%20of%20derivative%20use%20by%20small%20South%20African%20firms%20listed.pdf,0
Evaporation of water nanodroplets: does size matter?,2021,https://meetings.aps.org/Meeting/MAR21/Session/L25.9,0
Does size matter? The effect of different magnitudes of prismatic adaptation on perceptual and motor biases.,2014,https://jov.arvojournals.org/article.aspx?articleid=2144530,0
Does size matter? Can beak size be used to predict fruit selection in avian frugivores?,,https://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.915.2064&rep=rep1&type=pdf#page=117,0
High grade dysplastic polyps: Does size matter,2010,https://cancerres.aacrjournals.org/content/70/8_Supplement/2903.short,0
Does size matter? A two-dimensional comparative research on the impact of alliance portfolio size on firm innovativeness,2018,https://feb.studenttheses.ub.rug.nl/21036/,0
Does size matter? Trial management strategies to increase response rates. The assessment of physical questionnaire size on response rates (APS) sub-study,2015,https://trialsjournal.biomedcentral.com/articles/10.1186/1745-6215-16-S2-P91,0
Does Size Matter? A Targeted Education Approach to Improve Colonic Polyp Size Estimating in a GI Training Program: 1497,2011,https://journals.lww.com/ajg/Fulltext/2011/10002/Does_Size_Matter__A_Targeted_Education_Approach_to.1497.aspx,0
Does size matter? the importance of leaf litter patch size on decomposition and invertebrate communities,2009,https://nabs.confex.com/nabs/2009/techprogram/P4694.HTM,0
Does Size Matter? The Strategic Configurations of Born Global Firms and Large Multinationals,,https://www.researchgate.net/profile/Niron-Hashai/post/Do_small_enterprises_innovate_more_than_their_larger_counterparts2/attachment/59d62d4cc49f478072e9e6fb/AS%3A273559484600322%401442233071701/download/Does+size+matter.pdf,0
Does size matter? A comparison of a large web corpus and a smaller focused corpus for medical term extraction,2014,https://biblio.ugent.be/publication/6970419/file/6970433,0
When does size matter? The effects of task relevance in the processing of numerical magnitude,2006,https://search.proquest.com/openview/f2c67033d2270d97252329f756c544b4/1?pq-origsite=gscholar&cbl=2026366&diss=y,0
Does size matter? Performance implications of participation in multi-partner R&D alliances: Role of number of partners and firm's relative size,2014,https://feb.studenttheses.ub.rug.nl/id/eprint/13033,0
Triple-negative breast cancer (TNBC) and residual disease (non-pCR): Does size matter?,2012,https://ascopubs.org/doi/abs/10.1200/jco.2012.30.27_suppl.106,0
Cavity clips following CLE in breast cancer-Does size matter?,2011,https://www.ejso.com/article/S0748-7983(11)00128-4/abstract,0
Does size matter?: comparing global liquidity spillovers in open economies,2010,https://esploro.libs.uga.edu/esploro/outputs/graduate/Does-size-matter-comparing-global-liquidity/9949334535102959,0
"'Does size matter?': An investigation of Anisometropia, Aniseikonia and Anisophoria",2011,https://search.informit.org/doi/abs/10.3316/INFORMIT.894005255926661,0
A827. DOES SIZE MATTER? OSSEOINTEGRATION IN A SHORT STEMMED FEMORAL PROSTHESIS AS PREDICTED BY A MECHANOREGULATORY …,2011,https://online.boneandjoint.org.uk/doi/abs/10.1302/0301-620X.93BSUPP_IV.0930427,0
Urban Streams as Transporters or Transformers of Carbon and Nutrients: Does Size Matter?,2017,https://ui.adsabs.harvard.edu/abs/2017AGUFMGC14C..06W/abstract,0
AN IN-STORE ASSESSMENT OF CONSUMERS'WILLINGNESS-TO-PAY FOR ORGANIC APPLES: DOES SIZE MATTER?,2012,https://www.actahort.org/books/1001/1001_47.htm,0
Does Size Matter in Doing Good: An Exploratory Study of Small Businesses and Corporate Social Responsibility (CSR),2009,http://etd.fcla.edu/UF/UFE0024648/song_j.pdf,0
An in-store assessment of consumers' willingness-to-pay for organic apples: does size matter?,2013,https://www.cabdirect.org/cabdirect/abstract/20133304236,0
Antisense oligonucleotides and Exon Skipping: Does size matter?,2005,https://researchrepository.murdoch.edu.au/id/eprint/23711/,0
Does size matter in peatland open-water pool biogeochemistry?,2017,https://ui.adsabs.harvard.edu/abs/2017EGUGA..19.1948A/abstract,0
The Physics of Ignition Scale Hohlraums and ICF Implosions: When does size matter?,2011,https://ui.adsabs.harvard.edu/abs/2011APS..DPPJT3001R/abstract,0
Detection of Clonality in Lymphoproliferations Using PCR of the Antigen Receptor Genes: Does Size Matter?.,2006,https://ashpublications.org/blood/article-abstract/108/11/4622/126046,0
"Does Size Matter? Family Ownership, Succession Intentions and Employment of Non-family Managers",2013,https://journals.aom.org/doi/abs/10.5465/ambpp.2013.12382abstract,0
Does Size Matter? A Population-Based Study of Birth in LowerVolume Maternity Hospitals for Low Risk Women,2007,https://journals.lww.com/mcnjournal/FullText/2007/07000/Does_Size_Matter__A_Population_Based_Study_of.20.aspx,0
Does Size Matter? A Closer Look at Finger Digit Ratios in Relation to Prenatal Testosterone,2016,https://scholar.dominican.edu/scw/scw2016/AllConference/22/,0
Does size matter?: An empirical study modifying Fama & French's three factor model to detect size-effect based on turnover in the Swedish markets,2014,https://www.diva-portal.org/smash/record.jsf?pid=diva2:811128,0
Ultrasound-Guided Fine-Needle Aspiration of Thyroid Nodules: Does Size Matter?,2013,https://journals.sagepub.com/doi/abs/10.1177/0194599813496044a177,0
Does Size Matter? The Effects of Bid-Ask Spreads and Market Capitalization on REIT Returns,1997,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=1552446,0
HST/NICMOS observations of the host galaxies of powerful radio sources: Does size matter?,2000,https://arxiv.org/abs/astro-ph/0007424,0
The Relationship of Breast Implant Size to Complications and Satisfaction Following Primary Augmentation Mammaplasty: Does Size Matter?,2003,https://asps.confex.com/asps/responses/2003am/241.doc,0
Water of Hydration on C-class Asteroids: Does Size Matter?,2003,https://ntrs.nasa.gov/api/citations/20030007896/downloads/20030007896.pdf,0
Does Size Matter?: Study of allometry of reproductive organs in selected populations of Drosophila melanogaster.,2015,http://14.139.227.205:8080/jspui/handle/123456789/498,0
"… of Size at Return with Environmental Variation, Large-Scale Enhancement, and Productivity of Pink Salmon in Prince William Sound, Alaska: Does Size Matter?",2003,http://www.psc.org/download/54/pink-chum/3903/2003pinkchumworkshopproceedings.pdf#page=165,0
"Does Size Matter? Student Outcomes, School Size, the State of Mississippi and Its Delta Region: Implications for Socioeconomic Well-Being",2006,https://tigerprints.clemson.edu/all_dissertations/4/,0
Ultrasound Guided Fine-needle Aspiration of Thyroid Nodules Does Size Matter?,2000,https://www.researchposters.com/Posters/AAOHNSF/AAO2013/SP%20279.pdf,0
Pulmonary Vein Diameter and Post Radiofrequency Ablation Atrial Fibrillation Recurrence: Does Size Matter?,2013,https://www.onlinecjc.ca/article/S0828-282X(13)00757-5/abstract,0
PO-0443 Long-term Neurodevelopmental Outcome Of Small For Gestational Age Premature Infants: Does Size Matter?,2014,https://adc.bmj.com/content/99/Suppl_2/A390.2.short,0
Does size matter?: queuing theory to determine bed capacities in the Erasmus MC: a trade-off between availability and efficiency,2009,http://essay.utwente.nl/60710/,0
"O1374 DOES SIZE MATTER, OR IS IT JUST TECHNIQUE? THE RELEVANCE OF STEM TAPER ANGLE IN REVISION ARTHROPLASTY IN A CEMENTED …",2004,https://online.boneandjoint.org.uk/doi/abs/10.1302/0301-620X.86BSUPP_III.0860263c,0
Mg/Ca and δ18O in the calcite of benthic foraminifera: does size matter?,2010,https://ui.adsabs.harvard.edu/abs/2010EGUGA..1211451D/abstract,0
Does size matter? Separations on guard columns for fast sample analysis applied to bioenergy research,2015,https://bmcbiotechnol.biomedcentral.com/articles/10.1186/s12896-015-0159-3,0
Does size matter? Reappraisal of tumour dimension as a predictor of outcome in resectable pancreatic cancer beyond the TNM,2016,https://www.hpbonline.org/article/S1365-182X(16)30916-9/pdf,0
Right hemicolectomy in the treatment of patients with appendiceal neuroendocrine tumors: does size matter?,2012,https://www.endocrine-abstracts.org/ea/0029/ea0029P1128,0
Does size matter? The impact of calf muscle volume on venous return in patients with venous leg ulcers,2008,https://go.gale.com/ps/i.do?id=GALE%7CA198291134&sid=googleScholar&v=2.1&it=r&linkaccess=abs&issn=1460731X&p=HRCA&sw=w,0
Does size matter? Bulky goods retail trip generation and car parking demands,2005,https://trid.trb.org/view/783763,0
Outcomes of allogeneic haemopoietic stem cell transplants at a small N ew Z ealand centre: does size matter?,2014,https://onlinelibrary.wiley.com/doi/abs/10.1111/imj.12456,0
Pancreatic Duct Stenting for Painful Chronic Pancreatitis: Does Size Matter in Preventing Hospitalization?,2008,https://www.giejournal.org/article/S0016-5107(08)01454-5/abstract,0
The role of buoyancy in the dispersal of marine plastic debris and the impact of biofouling: does size matter?,2015,https://open.uct.ac.za/handle/11427/15511,0
1151 The Use of a Lumen-Apposing Metal Stent for Malignant Gastric Outlet Obstruction With a Coexisting Malignant Biliary Obstruction: Does Size Matter?,2017,https://www.giejournal.org/article/S0016-5107(17)30519-9/abstract,0
M1478: Prophylactic Pancreatic Stents: Does Size Matter? A Comparison of 4 and 5Fr Stents in Reference to Post-ERCP Pancreatitis and Spontaneous Migration …,2010,https://www.giejournal.org/article/S0016-5107(10)00745-5/abstract,0
GEOMETRY OF POSTEROSUPERIOR HUMERAL-HEAD IMPACTION FRACTURES IN ANTERIOR GLENOHUMERAL INSTABILITY: DOES SIZE MATTER?,2012,https://online.boneandjoint.org.uk/doi/abs/10.1302/1358-992x.94bsupp_xxxviii.coa2011-012,0
P030. Breast calcification: does size matter? A retrospective audit to identify the appropriateness of biopsy in small cluster breast microcalcification,2015,https://www.ejso.com/article/S0748-7983(15)00173-0/abstract,0
Comparison of [11C] CH3I yields from 2 in-house Methyl Iodide Production systems–Does size matter?,,http://wttc.triumf.ca/pdf/2010/036_WTTC%20abstract%20jivan%20(2).pdf,0
Does Size Matter? Minimal Incision Cricopharyngeal Myotomy (CPM): Possibly an Effective Therapy for Diverticula of All Sizes: 1958,2013,https://journals.lww.com/ajg/Fulltext/2013/10001/Does_Size_Matter__Minimal_Incision_Cricopharyngeal.1958.aspx,0
Does size matter? Influence of the body size of Gammarus minus Say 1818 on benthic macroinvertebrate diversity and community structure in karst springs of …,2012,https://search.proquest.com/openview/1c1799ee9866a98683b6f259183ebfbe/1?pq-origsite=gscholar&cbl=18750,0
Lateral medullary ischemic events in young adults with hypoplastic vertebral artery AND Arterial occlusions-does size matter? Hypoplastic Vertebral Artery; Frequency …,2007,https://jnnp.bmj.com/content/jnnp/early/2007/02/21/jnnp.2006.110205.full.pdf,0
Undergraduate Research Methods: Does Size Matter? A Look at the Attitudes and Outcomes of Students in a Hybrid Class Format versus a Traditional Class Format …,,https://heinonline.org/hol-cgi-bin/get_pdf.cgi?handle=hein.journals/jcrimjed20&section=20,0
… for Benign Prostatic Hyperplasia with Vesical Calculi (Kamat et al) and Per-Urethral Endoscopic Management of Bladder Stones: Does Size Matter?(Sathaye et al),2004,https://www.liebertpub.com/doi/pdfplus/10.1089/0892779041271544,0
Does size really matter?,,https://www.researchgate.net/profile/John-Butcher-10/publication/297543180_Does_size_really_matter_Big_charity_and_civil_society_at_a_Crossroads/links/56dfb6da08ae9b93f79a9e7a/Does-size-really-matter-Big-charity-and-civil-society-at-a-Crossroads.pdf,0
… and human factors development of a new hybrid operative trauma roomChest tube drainage in trauma: Does size matter? Epidemiology and characteristics of …,2011,https://www.canjsurg.ca/content/54/3/S29.abstract,0
… . 4544 Prospective comparison of 22 gauge versus 19 gauge needle for endoscopic ultrasound directed fine needle aspiration of pancreatic masses: does size matter …,2000,https://www.infona.pl/resource/bwmeta1.element.elsevier-d7290055-913e-350c-a10e-7378ed526bd1,0
… Unexpected intraoperative findings in thyroid and parathyroid surgery: a survey of patient preferences for decision-making. 43 Does size matter? A retrospective study …,2013,https://www.canjsurg.ca/content/56/4_Suppl_3/S79.abstract,0
… the quality of local management of ductal carcinoma in situ: a cohort study162 Papillary thyroid microcarcinoma: Does size matter? 163 Hyperthermic isolated limb …,2012,https://www.canjsurg.ca/content/55/4_Suppl_1/S63.abstract,0
Does size matter in doing innovations in education?,2018,https://oa.upm.es/id/eprint/55064,0
Normative Demokratiemodelle und Globalisierung: does size matter?,2000,https://www.ssoar.info/ssoar/handle/document/44024,0
Does size really matter?–Psychological Outcomes of Penile Augmentation,,https://www.rejuvenceclinic.co.uk/does-size-really-matter-psychological-outcomes-of-penile-augmentation/,0
Telomeres and cancer: does size matter?,2020,https://fse.studenttheses.ub.rug.nl/21581/,0
Does size matter? In-situ SEM analysis of the tensile properties of epoxy at the microscale.,2021,https://biblio.ugent.be/publication/8720995/file/8720999,0
Cerebral air microembolisation: Does size matter?,2012,https://www.thieme-connect.com/products/ejournals/pdf/10.1055/s-0031-1297729.pdf,0
… : ВАЖЕН ЛИ РАЗМЕР НАЦИОНАЛЬНОЙ СИСТЕМЫ? THORSTEINDУTTIR H. Public sector research in small countries: Does size matter?//Science a. publ. policy …,2007,https://elibrary.ru/item.asp?id=15519669,0
Maximal transduction capability of AKV-MLV-Based vectors lengthened retroviral genomes and their replication does size matter?,2004,https://dialnet.unirioja.es/servlet/tesis?codigo=36596,0
… в малых странах: важен ли размер национальной системы? Thorsteindуttir H. public sector research in small countries: does size matter?//Science A. Publ …,2002,https://cyberleninka.ru/article/n/15102142,0
Does size matter? Quantification of plastics associated with size fractionated biosolids,2021,https://www.sciencedirect.com/science/article/pii/S004896972107460X,0
Does size matter? The direct economic costs associated with the MV Rena oil spill,2021,https://www.sciencedirect.com/science/article/pii/S0025326X21010122,0
Does size matter? Non-market social and political engagement by accounting firms in the# Brexit discourse on Twitter,2021,https://www.tandfonline.com/doi/abs/10.1080/01559982.2020.1846387,0
Temporal Encephaloceles and Epileptogenicity: Does Size Matter?,2021,https://journals.sagepub.com/doi/full/10.1177/15357597211053185,0
Long-Term Results (up to 20 Years) of 19 mm or Smaller Prostheses in the Aortic Position. Does Size Matter? A Propensity-Matched Survival Analysis,2021,https://www.mdpi.com/1104550,0
"Does Size Matter? Animal, Living and Non-Living Classification, Implications for Teaching.",2021,https://eric.ed.gov/?id=EJ1309612,0
Does Size Matter for Female Continuous-flow LVAD Recipients? A Translational Approach to a Decade Long Question,2022,https://journals.lww.com/asaiojournal/Fulltext/2022/01000/Does_Size_Matter_for_Female_Continuous_flow_LVAD.4.aspx,0
Direct Oral Anticoagulants for Atrial Fibrillation: Does Size Matter?,2021,https://www.jacc.org/doi/full/10.1016/j.jacep.2021.03.008,0
High fractional exhaled nitric oxide levels in asthma patients: Does size matter?,2021,https://onlinelibrary.wiley.com/doi/abs/10.1002/ppul.25333,0
Does Size Matter? The Case of the Courtship Pyramids in Red Sea Ghost Crabs (Ocypode saratan),2021,https://www.mdpi.com/1402552,0
Does Size Matter? Evidence from Municipality Break-Ups,2021,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3837770,0
Genome Reduction: Does size really matter?,2020,https://elifesciences.org/articles/64483,0
Long‐term response to cabergoline and multi‐modal treatment in men with macroprolactinoma: Does size really matter?,2021,https://onlinelibrary.wiley.com/doi/abs/10.1111/cen.14541,0
Does Size Really Matter?,2021,https://journals.lww.com/ajg/Fulltext/2021/01000/Does_Size_Really_Matter_.18.aspx,0
Does size really matter in university preparatory English language classrooms?,2020,https://search.informit.org/doi/abs/10.3316/INFORMIT.465302576886222,0
Intracranial Aneurysms: Does Size Really Matter?,2020,https://academic.oup.com/neurosurgeryopen/article-abstract/1/4/okaa015/6011093,0
