title,year,href,details,blurb,citations
"Does size matter in R&D productivity? If not, what does?",2013,https://www.nature.com/articles/nrd4164,"M Ringel, P Tollman, G Hersch… - Nature reviews. Drug …, 2013 - nature.com","It is commonly thought that small companies have higher research and development (R&D) productivity compared with larger companies because they are less bureaucratic and more entrepreneurial. Indeed, some analysts have even proposed that large companies exit …",82
How does size matter for science? Exploring the effects of research unit size on academics' scientific productivity and information exchange behaviors,2011,https://academic.oup.com/spp/article-abstract/38/6/449/1659824,"H Horta, TA Lacy - Science and Public Policy, 2011 - academic.oup.com","This article analyzes the impact of research unit size on academics' scientific output and communication behavior with peers, controlling for individual and organizational characteristics, including the academics' engagement in teaching. Results show that …",79
Chest drains: does size matter?,2000,https://www.sciencedirect.com/science/article/pii/S000992600090446X,"DJ Tattersall, ZC Traill, FV Gleeson - Clinical radiology, 2000 - Elsevier","Hippocrates first advocated pleural drainage 2400 years ago when he described the use of incision, cautery and metal tubes to treat empyema [1]. The technique became widely used during the influenza epidemic of 1917 to drain post-pneumonic empyema [2]. In recent …",78
Does size matter in the hedge fund industry?,1331,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=1331754,"M Teo - Available at SSRN 1331754, 2009 - papers.ssrn.com","We document a negative and convex relationship between hedge fund size and future risk-adjusted returns. Small hedge funds outperform large hedge funds by 3.65 percent per year after adjusting for risk. This over performance is not driven by fund age, leverage, serial …",77
Company support for employee volunteerism: Does size matter?,2011,https://www.sciencedirect.com/science/article/pii/S014829630900263X,"D Basil, M Runte, M Basil, J Usher - Journal of Business Research, 2011 - Elsevier","This article examines the relationship between company size and support for employee volunteering. Based on organizational ecology and organizational stages theory, the study hypothesizes that larger versus smaller companies demonstrate greater formalization and …",74
Does size matter? Entrepreneurial orientation and performance in Spanish sports firms,2016,https://www.sciencedirect.com/science/article/pii/S0148296316303381,"J Núñez-Pomar, V Prado-Gascó, VA Sanz… - Journal of Business …, 2016 - Elsevier","The entrepreneurial orientation (EO) of firms is the subject of current research in the fields of management and business. However, analyses on this subject in sport companies are lacking. This study analyzes the relationship among EO, firm size, and business …",73
Management for sustainable development and its impact on firm value in the SME context: Does size matter?,2017,https://onlinelibrary.wiley.com/doi/abs/10.1002/bse.1961,"ME López‐Pérez, I Melero… - Business Strategy and …, 2017 - Wiley Online Library","With the increasing demands from society towards sustainable and social responsible business practices, management for sustainable development has become a cornerstone to understand the success of many firms in the current competitive context. This article …",72
(Small) business activity and state economic growth: does size matter?,2009,https://www.tandfonline.com/doi/abs/10.1080/00343400701808915,"D Bruce, JA Deskins, BC Hill, JC Rork - Regional Studies, 2009 - Taylor & Francis","Abstract B ruce D., D eskins JA, H ill BC and R ork JC (Small) business activity and state economic growth: does size matter?, Regional Studies. Using a 1988–2002 panel of US state-level data, the impact of small and large business activity on gross state product (GSP) …",71
A packed-bed DBD micro plasma reactor for CO2 dissociation: does size matter?,2018,https://www.sciencedirect.com/science/article/pii/S1385894718307836,"Y Uytdenhouwen, S Van Alphen, I Michielsen… - Chemical Engineering …, 2018 - Elsevier","DBD plasma reactors are of great interest for environmental and energy applications, such as CO 2 conversion, but they suffer from limited conversion and especially energy efficiency. The introduction of packing materials has been a popular subject of investigation in order to …",71
Can biliary-cyst communication be predicted before surgery for hepatic hydatid disease: does size matter?,2008,https://www.sciencedirect.com/science/article/pii/S000296100800233X,"M Kilic, O Yoldas, M Koc, M Keskek, N Karakose… - The American journal of …, 2008 - Elsevier",Background The aim of this study was to determine if there is any predictive factor indicating the risk of bile leakage before surgery for hepatic hydatid disease in clinically asymptomatic patients. Methods The data of 116 patients who underwent surgery for hepatic hydatid …,70
Does size really matter? Landfill scale impacts on property values,2007,https://www.tandfonline.com/doi/abs/10.1080/13504850600592531,"J Seok Lim, P Missios - Applied Economics Letters, 2007 - Taylor & Francis",The economic advantage of constructing and operating large-scale landfills over small-scale landfills has been used to justify regional landfills as a solution to the municipal waste disposal problem. In addition to the dampening effects on social efforts to divert waste away …,70
Does size matter in pancreatic cancer?,2017,https://www.ingentaconnect.com/content/wk/sla/2017/00000266/00000001/art00038,"G Marchegiani, S Andrianello, G Malleo… - Annals of …, 2017 - ingentaconnect.com","Objective: To explore the role of pancreatic ductal adenocarcinoma (PDAC) size on surgical and survival outcomes. Background: Tumor size is a prognostic factor for the majority of solid cancers, but the role for PDAC in predicting survival is not well delineated affecting the …",68
"Does size matter? Comparison study between MRI, gross, and microscopic tumor sizes in breast cancer in lumpectomy specimens",2010,https://www.ncbi.nlm.nih.gov/pmc/articles/pmc2836507/,"B Behjatnia, J Sim, LW Bassett… - … journal of clinical and …, 2010 - ncbi.nlm.nih.gov",Size of breast cancer is essential in staging cancer to determine type and extent of patient management. This study was conducted to assess accuracy in estimating tumor size by MRI and gross using microscopy as gold standard. A retrospective study was done on 33 …,68
Outcomes after breast reduction: does size really matter?,2008,https://journals.lww.com/annalsplasticsurgery/Fulltext/2008/05000/Quality_of_Life_After_Breast_Reduction.8.aspx,"JA Spector, SP Singh, NS Karp - Annals of Plastic Surgery, 2008 - journals.lww.com",There is no doubt that reduction mammoplasty (RM) results in significant improvement in a myriad of patient macromastia-related symptoms and other macromastia-related quality of life factors. Whether this improvement is correlated with the amount of tissue resected …,68
Farm typology and sustainable agriculture: does size matter?,2004,https://www.tandfonline.com/doi/abs/10.1300/J064v24n02_05,"EM Tavernier, V Tolomeo - Journal of sustainable agriculture, 2004 - Taylor & Francis","ABSTRACT The 2001 Agricultural, Food and Public Policy Preference Survey consists of a typology of farms and issues relating to sustainable agriculture. The typology provides an opportunity to investigate the often anecdotally alluded to relationship between farm size …",66
Matching donor to recipient in lung transplantation: how much does size matter?,2009,https://www.sciencedirect.com/science/article/pii/S0022522308017509,"DP Mason, LH Batizy, J Wu, ER Nowicki… - The Journal of thoracic …, 2009 - Elsevier","Objective The impact of size matching between donor and recipient is unclear in lung transplantation. Therefore, we determined the relation of donor lung size to 1) posttransplant survival and 2) pulmonary function as measured by forced expiratory volume in 1 second …",66
